1.88644	-0.00464873	-0.00823921	3.94992	-0.00459203	0.00782347	1.19769	1.94048	0.00782347	1.18493	-0.997265	1.65939	1.21199	-0.958979	-1.71096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.89736	-0.00557469	-0.0120942	4.75448	-0.0132659	0.00111494	1.17607	1.93206	-0.00309915	1.1605	-0.982166	1.65466	1.17611	-0.960775	-1.69805	5.47576	0.948831	1.68303	5.49134	0.956371	-1.66971	5.47573	-1.95101	0.000113384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.86924	0.000188973	0	4.39346	-0.000321253	-0	0.811467	1.75771	0	0.810825	-1.75716	0	5.45186	1.75707	-0	5.45124	-1.75782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.88018	0	0	4.14835	0	0	-0.133623	0	0	6.16215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.90008	-0.00128501	0.00814472	4.76236	0.00298577	0.00234326	5.67749	2.52583	0.0221854	1.16696	-1.93207	0.0209949	1.16538	0.979785	-1.65799	1.17562	1.00161	1.66551	5.5032	-0.958356	-1.6733	5.49153	-0.960661	1.68097	5.0375	3.35818	-1.48512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.87805	0.01765	-0.00417629	4.70385	0.0722064	-0.0213161	5.93331	1.98049	-0.50261	1.23282	-1.91478	-0.364169	1.13964	1.25049	-1.48521	1.19026	0.626199	1.84409	5.64635	-1.6798	0.594224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.85703	-0.00338261	0.00859825	4.54158	0.0446542	0	5.48298	2.55918	-0.00859825	1.24061	-1.9758	0.00589595	1.11038	0.923811	-1.68223	1.12178	0.915988	1.70914	7.54802	2.48185	-0.00589595	4.8582	3.57251	1.68223	4.86179	3.55915	-1.70914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-0.050399	1.6372	-0.107582	-1.38997	-0.866402	-0.107903	1.44154	-0.771311	0.0805401	0.0310293	2.68473	-1.86539	-0.200991	2.80791	1.56668	-2.21499	-1.51433	-1.86609	-2.44772	-1.39103	1.56571	2.30148	-1.23163	1.88147	2.53352	-1.35524	-1.55099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.87079	-0.0252467	0.00778567	4.74117	0.0311994	0.0156091	5.74787	2.72	0.0122265	1.19223	-1.97932	0.00096376	1.11445	0.922904	-1.66812	1.10625	0.913758	1.6852	5.4552	-0.974059	-1.6475	5.44542	-0.966519	1.68741	5.1238	3.74313	-1.67418	7.81602	2.71127	0.0287427	5.09665	3.75833	1.67902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.84271	-0.0197287	0.0147777	4.66265	0.0496053	0.0206169	6.00124	2.19626	-0.0190673	1.18743	-1.98043	-0.0699955	1.07909	0.971565	-1.63201	1.08211	0.827832	1.74117	5.65015	-1.7518	0.0569752	5.08627	4.03241	-0.0523643	8.05292	2.15606	-0.0143052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.88973	0	0	4.61849	0	0	6.86757	0	0	1.13077	1.92408	0.0667073	1.17078	-0.959981	1.68771	1.06399	-0.939326	-1.64518	8.88273	-0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-0.105673	1.66702	-0.124193	-1.44485	-0.837149	-0.123059	1.30754	-0.699501	-0.152312	-0.0783103	2.74744	-1.86142	-0.0474132	2.75539	1.60617	-2.32956	-1.46121	-1.85974	-2.31773	-1.4888	1.60833	2.03869	-1.08977	1.59202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.89719	0.0101289	0.00959981	4.76689	0.0353757	0.0230925	5.7051	2.62347	0.0429724	1.20151	-1.93808	0.00285349	1.14561	0.960189	-1.6688	1.13255	0.954009	1.68514	5.48639	-0.953046	-1.64652	5.46518	-0.958847	1.69737	5.10714	3.5435	-1.54007	7.62918	2.6064	-0.0370575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.88973	0	0	4.61849	0	0	6.79358	0	0	1.14599	1.93039	0.0220909	1.14597	-0.984339	1.66075	1.14599	-0.946054	-1.6828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.89842	-0.00194642	-0.00194642	4.65009	0.0248688	0.0186894	5.60912	2.60423	0.00561249	1.22764	-1.95866	0.0127557	1.14213	0.917065	-1.69497	1.12796	0.931767	1.67649	5.30507	-0.902854	-1.53733	4.97879	3.64659	1.67859	5.01479	3.62676	-1.69263	7.67716	2.57124	0.0368308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-0.158283	1.69414	-0.115481	-1.49791	-0.809823	-0.116086	1.20183	-0.643886	0.0251334	-0.0516273	2.7436	-1.86828	-0.237822	2.84228	1.57575	-2.31132	-1.48018	-1.86924	-2.49748	-1.38147	1.57471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.88973	0	0	4.61849	0	0	6.86757	0	0	9.59633	0	0	1.14534	1.92814	0.0220531	1.14534	-0.983168	1.65878	1.14534	-0.944976	-1.68085	10.3407	1.92814	-0.0220531	10.3407	-0.983168	-1.65878	10.3407	-0.944976	1.68085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.74871	-0.230981	-0.191221	4.57678	0.0737182	0.21369	5.34335	2.80371	0.156564	6.4022	4.02075	2.10563	1.23484	-2.235	-0.166901	1.16182	0.555334	-2.01462	0.672308	0.723349	1.29788	5.59848	-0.934961	-1.27814	5.10664	-0.80731	2.01176	5.02304	3.82473	-1.59984	6.76856	3.08349	3.89342	6.92641	5.99831	1.94831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.88995	-0.103557	0.00559359	4.76211	0	0	5.673	2.57224	0	6.42375	4.69232	0	1.24374	-2.06749	0.00389284	1.1054	0.833596	-1.66407	1.11222	0.828475	1.68131	5.47219	-1.00683	-1.6644	5.47885	-1.0094	1.65999	7.09566	6.59082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.647911	1.96564	-0.253204	1.82646	-0.601708	0.40459	-0.610835	-1.80577	-0.283459	-1.88022	0.635723	0.252619	1.1218	3.53823	0.996868	0.920826	2.54102	-2.22375	2.32055	-0.832708	2.4033	3.43881	-1.17486	-0.754095	-0.700881	-2.30503	-2.14457	-3.42294	1.11675	-1.03538	-2.55929	0.797143	2.20312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.89267	-0.0256058	-0.10573	4.70551	-0.0913872	0.00119053	6.18819	-1.41129	-2.03826	6.15722	1.34384	-1.84987	1.16553	1.41282	1.18771	1.12029	-1.85467	0.468595	1.1897	0.403381	-2.003	5.42476	-0.145301	1.91768	5.18084	-2.2099	-3.63056	7.93509	-2.34742	-1.53268	7.80077	2.00179	-1.07968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.86849	-0.0571642	-0.00298577	4.74147	0.0219019	0.00468652	5.7178	2.73666	0.0167808	8.47276	2.76144	0.00814472	1.20629	-2.01643	-0.0116785	1.10551	0.885809	-1.67861	1.09689	0.874093	1.67524	5.44959	-0.981089	-1.66523	5.43961	-0.994601	1.67057	5.02743	3.73894	1.69172	5.02837	3.74884	-1.6519	9.13533	1.87232	1.58149	9.09472	4.58164	0.114744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.8476	-0.00676522	-0	4.3767	0.0429535	0	5.77442	2.33752	0	6.92239	4.20426	0	0.833879	-1.78957	-0	0.728962	1.71761	-0	5.44674	-1.70321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.77545	0	0	4.04445	0	0	6.94733	0	0	9.13934	0	0	-0.238105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.88056	0.0161761	0.00788016	4.76181	0.0117352	0.00561249	5.79407	-1.38636	-2.29415	5.68445	2.61778	0.0362638	1.14049	0.998607	1.67458	1.14846	-1.91977	0.0457125	1.1152	0.950324	-1.67571	5.42712	-0.934073	1.72181	5.17981	-0.502478	-4.06437	5.14098	-3.35071	-2.30662	7.86491	-1.41438	-2.27984	5.10292	3.53572	-1.55619	7.611	2.62239	-0.0231869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.89197	-0.0993618	0.00648176	4.76211	0	0	5.673	2.57224	0	6.39905	4.62257	0	1.24053	-2.06264	0.0020787	1.10621	0.842175	-1.66177	1.11445	0.831876	1.68435	5.47149	-1.00537	-1.66519	5.47934	-1.0087	1.65977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
